size,fore_back_ratio,noise,d,hidden_size,learning_rate,losses,accuracy128,0.1,0.25,4,16,0.0001,(0.040331773459911346 0.027810942381620407 0.02172374352812767 0.01664901338517666 0.012691546231508255 0.009696105495095253 0.007476753555238247 0.005847701337188482 0.004652124829590321 0.0037689260207116604 0.0031092441640794277 0.0026096724905073643 0.0022255468647927046 0.0019255289807915688 0.0016875523142516613 0.0014959655236452818 0.0013395652640610933 0.0012102306354790926 0.0011020010570064187 0.0010104512330144644 0.0009322463301941752 0.000864844536408782 0.0008062823908403516 0.0007550283917225897 0.0007098675123415887 0.0006698376964777708 0.0006341533153317869 0.000602183339651674 0.0005734037840738893 0.0005473832716234028 0.0005237621371634305 0.0005022322875447571 0.00048254322609864175 0.0004644748114515096 0.0004478422924876213 0.00043248324072919786 0.00041825801599770784 0.0004050486022606492 0.0003927503421436995 0.0003812693466898054 0.00037052942207083106 0.0003604551311582327 0.0003509852977003902 0.00034206389682367444 0.00033364439150318503 0.0003256809141021222 0.0003181335632689297 0.0003109700046479702 0.0003041562740691006 0.0002976640244014561 0.00029147102031856775 0.00028555039898492396 0.0002798828645609319 0.0002744535158853978 0.00026923781842924654 0.0002642277686391026 0.0002594062243588269 0.00025476154405623674 0.0002502798452042043 0.00024595341528765857 0.00024177093291655183 0.00023772497661411762 0.00023380719358101487 0.00023000719374977052 0.00022632468608208 0.00022274772345554084 0.00021927148918621242 0.00021589366951957345 0.0002126052713720128 0.0002094082155963406 0.00020629282516893 0.0002032545889960602 0.0002002934634219855 0.00019740304560400546 0.00019458492170087993 0.00019182877440471202 0.0001891387946670875 0.0001865085359895602 0.00018393926438875496 0.00018142422777600586 0.00017896696226671338 0.00017655809642747045 0.00017420285439584404 0.00017189599748235196 0.00016963659436441958 0.00016742334992159158 0.0001652536739129573 0.00016312790103256702 0.000161042480613105 0.00015899899881333113 0.00015699492359999567 0.00015502763562835753 0.0001530996960354969 0.00015120730677153915 0.00014934812497813255 0.00014752414426766336 0.00014573533553630114 0.00014397622726392 0.00014225070481188595 0.0001405555085511878),tensor(0.8750)
128,0.1,0.25,4,16,0.0005,(0.0411209836602211 0.02949126623570919 0.02483699843287468 0.021233342587947845 0.01802976056933403 0.015244342386722565 0.012864171527326107 0.010857149958610535 0.009181682020425797 0.007792969234287739 0.00664715189486742 0.005703842267394066 0.004927403759211302 0.004287350922822952 0.003758193925023079 0.003318964969366789 0.002952608745545149 0.0026453679893165827 0.002386187668889761 0.0021662116050720215 0.0019783489406108856 0.0018169122049584985 0.0016773315146565437 0.0015559231396764517 0.0014497058000415564 0.0013562615495175123 0.0012736106291413307 0.00120013568084687 0.0011344993254169822 0.0010755909606814384 0.0010224907891824841 0.0009744265116751194 0.0009307495784014463 0.0008909073658287525 0.0008544360753148794 0.000820936867967248 0.0007900659693405032 0.000761534902267158 0.0007350837113335729 0.000710497610270977 0.0006875810795463622 0.000666166131850332 0.0006461078301072121 0.0006272734608501196 0.0006095513235777617 0.000592841999605298 0.0005770527059212327 0.0005621057935059071 0.0005479273968376219 0.0005344565724954009 0.0005216366844251752 0.0005094158696010709 0.000497747678309679 0.0004865900846198201 0.0004759073199238628 0.00046566512901335955 0.00045583286555483937 0.00044638305553235114 0.00043728933087550104 0.0004285308823455125 0.0004200842813588679 0.00041193075594492257 0.0004040538042318076 0.0003964373900089413 0.00038906626286916435 0.00038192651118151844 0.0003750082687474787 0.00036829488817602396 0.00036178072332404554 0.0003554553841240704 0.00034930557012557983 0.0003433271776884794 0.00033751214505173266 0.0003318523522466421 0.00032634101808071136 0.0003209704300388694 0.00031573700834997 0.0003106362419202924 0.00030565843917429447 0.00030080266878940165 0.000296061800327152 0.0002914361539296806 0.0002869147574529052 0.00028249924071133137 0.0002781854127533734 0.000273967714747414 0.0002698430616874248 0.00026581098791211843 0.0002618670114316046 0.0002580086002126336 0.00025423121405765414 0.0002505361335352063 0.0002469165774527937 0.00024337544164154679 0.00023990595946088433 0.00023650813091080636 0.00023318003513850272 0.00022991908190306276 0.00022672329214401543 0.00022359145805239677),tensor(0.8750)
128,0.1,0.25,4,16,0.001,(0.04412241652607918 0.0473175048828125 0.042631760239601135 0.04214611276984215 0.041139815002679825 0.03944438695907593 0.037046194076538086 0.03394787758588791 0.030706580728292465 0.027466027066111565 0.02434854954481125 0.02143273875117302 0.018765242770314217 0.016368495300412178 0.014246689155697823 0.012390878982841969 0.01078331470489502 0.009401126764714718 0.00821914803236723 0.007218220271170139 0.006368091329932213 0.005645714700222015 0.005031495820730925 0.00450840312987566 0.004061846062541008 0.0036794752813875675 0.0033509191125631332 0.0030675106681883335 0.0028220447711646557 0.002608537208288908 0.002422020537778735 0.002258365275338292 0.0021141478791832924 0.0019865117501467466 0.0018730729352682829 0.0017718320013955235 0.0016811222303658724 0.0015995234716683626 0.0015258474741131067 0.0014590780483558774 0.00139835593290627 0.0013429427053779364 0.0012922108871862292 0.0012456119293347 0.0012026819167658687 0.001163013745099306 0.0011262502521276474 0.0010920896893367171 0.0010602613911032677 0.0010305277537554502 0.0010026837699115276 0.0009765457944013178 0.0009519531740806997 0.0009287636494264007 0.0009068461367860436 0.0008860964444465935 0.0008664040942676365 0.0008476865477859974 0.0008298589382320642 0.000812852056697011 0.0007965991972014308 0.0007810416864231229 0.0007661298732273281 0.0007518123602494597 0.0007380486931651831 0.0007248011534102261 0.0007120316731743515 0.0006997092277742922 0.0006878041313029826 0.0006762915290892124 0.0006651474395766854 0.0006543488125316799 0.0006438752170652151 0.0006337066879495978 0.000623829779215157 0.0006142256897874177 0.000604884116910398 0.000595788995269686 0.0005869289161637425 0.000578290200792253 0.0005698665627278388 0.0005616471753455698 0.0005536220851354301 0.0005457826191559434 0.0005381235387176275 0.0005306362290866673 0.0005233135307207704 0.0005161489243619144 0.0005091360653750598 0.0005022729746997356 0.0004955509211868048 0.0004889676929451525 0.0004825161013286561 0.0004761942836921662 0.00046999542973935604 0.0004639199178200215 0.00045795863843522966 0.00045211485121399164 0.00044637633254751563 0.0004407507076393813),tensor(0.8750)
128,0.1,0.25,4,16,0.005,(0.04315432161092758 0.044199008494615555 0.02989502251148224 0.024008840322494507 0.018144719302654266 0.013279126025736332 0.009620362892746925 0.006991528905928135 0.005143221002072096 0.0038488544523715973 0.002925650216639042 0.002260979264974594 0.0017814456950873137 0.001434282399713993 0.0011783578665927052 0.0009859371930360794 0.0008383949170820415 0.0007231524214148521 0.0006315988721325994 0.0005566257750615478 0.0004939009086228907 0.0004419359320309013 0.0003984624345321208 0.0003617623005993664 0.0003305318532511592 0.00030375539790838957 0.0002806417178362608 0.00026056464412249625 0.0002430242602713406 0.00022761609579902142 0.00021401223784778267 0.00020194541139062494 0.00019119679927825928 0.00018157561135012656 0.00017293727432843298 0.0001651471684454009 0.0001580942771397531 0.00015169079415500164 0.00014585573808290064 0.00014052161714062095 0.00013563096581492573 0.00013113056775182486 0.00012698036152869463 0.00012314195919316262 0.00011957922106375918 0.00011626595369307324 0.00011317509779473767 0.00011028660810552537 0.00010757887503132224 0.00010503608064027503 0.00010263981675961986 0.00010037911852123216 9.824077278608456e-05 9.621440403861925e-05 9.42881015362218e-05 9.245637193089351e-05 9.070856322068721e-05 8.903950947569683e-05 8.744242950342596e-05 8.591087680542842e-05 8.444194827461615e-05 8.302724017994478e-05 8.166707993950695e-05 8.035307109821588e-05 7.908554835012183e-05 7.78603061917238e-05 7.66741213737987e-05 7.552473107352853e-05 7.440955232596025e-05 7.332536188187078e-05 7.227183959912509e-05 7.124799594748765e-05 7.024966907920316e-05 6.927747745066881e-05 6.832982035120949e-05 6.740508251823485e-05 6.650099385296926e-05 6.561951158801094e-05 6.475512782344595e-05 6.391139322659001e-05 6.308510637609288e-05 6.227591802598909e-05 6.148383545223624e-05 6.070692325010896e-05 5.994485763949342e-05 5.9198289818596095e-05 5.846559361089021e-05 5.7747107348404825e-05 5.7043464039452374e-05 5.634885383187793e-05 5.5669421271886677e-05 5.500289989868179e-05 5.434541162685491e-05 5.37018095201347e-05 5.306626917445101e-05 5.2445902838371694e-05 5.183069879421964e-05 5.1229049859102815e-05 5.063644493930042e-05 5.0053840823238716e-05),tensor(0.8750)
128,0.1,0.25,4,16,0.01,(0.0425424724817276 0.03585340455174446 0.028891203925013542 0.022795988246798515 0.017585061490535736 0.013422486372292042 0.010250870138406754 0.00788391474634409 0.0061387415044009686 0.004856145475059748 0.003909574821591377 0.003204463515430689 0.002672564471140504 0.0022654877975583076 0.001949172466993332 0.001699604676105082 0.00149977405089885 0.0013375146081671119 0.001204034429974854 0.0010929014533758163 0.000999353127554059 0.0009198141051456332 0.0008515678928233683 0.0007925255340524018 0.0007410586113110185 0.0006958882440812886 0.0006559962639585137 0.0006205626996234059 0.0005889201420359313 0.0005605281330645084 0.0005349316634237766 0.0005117634427733719 0.0004907080437988043 0.000471499894047156 0.00045391591265797615 0.00043776442180387676 0.0004228833713568747 0.00040912808617576957 0.0003963808703701943 0.00038453354500234127 0.000373490562196821 0.0003631747676990926 0.000353511655703187 0.00034443946788087487 0.0003359060501679778 0.0003278567746747285 0.00032024900428950787 0.0003130486293230206 0.00030621455516666174 0.00029971846379339695 0.00029353323043324053 0.00028763292357325554 0.00028199347434565425 0.0002765973622445017 0.0002714249421842396 0.00026645814068615437 0.00026168531621806324 0.00025709031615406275 0.00025266510783694685 0.0002483919379301369 0.000244262395426631 0.00024027327890507877 0.00023641000734642148 0.00023266392236109823 0.00022903436911292374 0.00022550809080712497 0.0002220834867330268 0.00021875568199902773 0.00021551504323724657 0.00021236061002127826 0.00020928685262333602 0.00020629249047487974 0.00020337077148724347 0.00020051875617355108 0.00019773161329794675 0.00019501097267493606 0.0001923536037793383 0.00018975333659909666 0.00018720925436355174 0.00018472100782673806 0.0001822850463213399 0.0001798991288524121 0.00017756354645825922 0.00017527413729112595 0.00017302925698459148 0.00017083085549529642 0.00016867442172951996 0.00016655930085107684 0.0001644861331442371 0.00016244911239482462 0.0001604534190846607 0.00015849096234887838 0.00015656660252716392 0.00015467549383174628 0.00015282050298992544 0.0001509971625637263 0.00014920611283741891 0.0001474470045650378 0.00014571759675163776 0.00014401852968148887),tensor(0.8750)
128,0.1,0.25,4,32,0.0001,(0.04162273555994034 0.02838951349258423 0.02156662940979004 0.016091005876660347 0.011890202760696411 0.008814124390482903 0.0066130380146205425 0.005051318556070328 0.003940350841730833 0.0031417980790138245 0.002558954991400242 0.0021258131600916386 0.001797703094780445 0.0015443663578480482 0.0013451511040329933 0.0011857906356453896 0.0010562988463789225 0.0009495773119851947 0.0008604925242252648 0.00078528409358114 0.0007211426272988319 0.0006659437203779817 0.0006180567434057593 0.0005762106156907976 0.0005394043400883675 0.0005068385507911444 0.00047786885988898575 0.0004519702633842826 0.000428715196903795 0.000407742423703894 0.0003887541242875159 0.0003715013153851032 0.00035576781374402344 0.00034137346665374935 0.0003281646640971303 0.00031600682996213436 0.000304786313790828 0.00029439953505061567 0.0002847622090484947 0.0002757978509180248 0.00026743451599031687 0.0002596199046820402 0.000252299418207258 0.0002454269560985267 0.00023895894992165267 0.00023286210489459336 0.00022710580378770828 0.00022165448172017932 0.00021648693655151874 0.00021157757146283984 0.00020690802193712443 0.0002024579735007137 0.0001982080575544387 0.00019414853886701167 0.00019025882647838444 0.0001865320955403149 0.00018295383779332042 0.000179513095645234 0.00017620371363591403 0.00017301441403105855 0.00016993806639220566 0.00016696630336809903 0.00016409429372288287 0.00016131617303472012 0.00015862556756474078 0.000156019174028188 0.00015348801389336586 0.0001510323490947485 0.00014864705735817552 0.00014632829697802663 0.00014407048001885414 0.00014187402848619968 0.00013973598834127188 0.00013765119365416467 0.00013561869855038822 0.0001336349523626268 0.00013170058082323521 0.00012981171312276274 0.00012796674855053425 0.00012616277672350407 0.00012440013233572245 0.00012267587590031326 0.00012099004379706457 0.00011934003123315051 0.00011772552534239367 0.00011614459799602628 0.00011459528468549252 0.00011307858221698552 0.00011159222049172968 0.00011013491166522726 0.00010870889673242345 0.00010730807116487995 0.00010593629849608988 0.0001045900207827799 0.00010326890333089978 0.00010197361552855 0.00010070158168673515 9.945374040398747e-05 9.822913852985948e-05 9.702682291390374e-05),tensor(0.8750)
128,0.1,0.25,4,32,0.0005,(0.04278535768389702 0.028237588703632355 0.020829563960433006 0.015071265399456024 0.010845513083040714 0.007868940941989422 0.005814672913402319 0.004400436766445637 0.0034175128675997257 0.0027225471567362547 0.0022205738350749016 0.001849555061198771 0.0015689402353018522 0.0013520022621378303 0.0011808632407337427 0.001043373136781156 0.0009311062749475241 0.0008381153456866741 0.0007601175457239151 0.0006939683808013797 0.000637324876151979 0.0005884023266844451 0.0005458284285850823 0.0005085295415483415 0.0004756507114507258 0.00044650930794887245 0.00042055262019857764 0.00039732595905661583 0.0003764494031202048 0.000357616605469957 0.0003405613242648542 0.00032506248680874705 0.00031092934659682214 0.0002980048593599349 0.00028615043265745044 0.00027524365577846766 0.00026518545928411186 0.0002558802370913327 0.00024725645198486745 0.00023923814296722412 0.00023176758259069175 0.00022479250037577003 0.0002182631433242932 0.00021213885338511318 0.00020638479327317327 0.0002009654708672315 0.00019585115660447627 0.00019101637008134276 0.00018643814837560058 0.00018209396512247622 0.0001779644371708855 0.000174034052179195 0.0001702844019746408 0.00016670582408551127 0.00016328282072208822 0.00016000443429220468 0.00015686097322031856 0.00015384273137897253 0.00015093971160240471 0.0001481458020862192 0.00014545292651746422 0.00014285331417340785 0.0001403473288519308 0.0001379213499603793 0.0001355748245259747 0.0001333031541435048 0.0001310999068664387 0.0001289628416998312 0.00012688999413512647 0.00012487299682106823 0.0001229150511790067 0.00012100907770218328 0.0001191550909425132 0.00011734820873243734 0.00011558878031792119 0.00011387260747142136 0.00011219806765438989 0.00011056515359086916 0.00010896970343310386 0.00010741264122771099 0.00010589110752334818 0.00010440312325954437 0.00010294935782440007 0.00010152722825296223 0.00010013543214881793 9.877398406388238e-05 9.74386784946546e-05 9.613338625058532e-05 9.48552115005441e-05 9.36025389819406e-05 9.237632184522226e-05 9.117174340644851e-05 8.999233250506222e-05 8.883616101229563e-05 8.770226850174367e-05 8.658967271912843e-05 8.549773338017985e-05 8.442613034276292e-05 8.337680628756061e-05 8.234554115915671e-05),tensor(0.8750)
128,0.1,0.25,4,32,0.001,(0.04425682872533798 0.05286238342523575 0.04036124050617218 0.03989408537745476 0.03722650185227394 0.03303288668394089 0.02820201963186264 0.023446477949619293 0.01903510093688965 0.015194864943623543 0.012026249431073666 0.009499122388660908 0.00750655448064208 0.0059196678921580315 0.004690740257501602 0.00375795247964561 0.0030522788874804974 0.0025150133296847343 0.0020937491208314896 0.0017661877209320664 0.001508575864136219 0.0013035520678386092 0.0011384286917746067 0.00100390100851655 0.0008930924814194441 0.0008008833974599838 0.0007234177901409566 0.0006577663007192314 0.0006016747211106122 0.000553395482711494 0.0005115506937727332 0.00047505422844551504 0.0004430401313584298 0.0004147985309828073 0.00038976408541202545 0.0003674647305160761 0.0003475164412520826 0.0003295945643913001 0.0003134304715786129 0.00029879697831347585 0.0002855042403098196 0.000273383513558656 0.00026230179355479777 0.00025213611661456525 0.0002427831495879218 0.00023415028408635408 0.00022616522619500756 0.00021875632228329778 0.0002118658012477681 0.00020544072322081774 0.00019943586084991693 0.00019380863523110747 0.00018852615903597325 0.00018355355132371187 0.00017886301793623716 0.00017442877287976444 0.0001702334120636806 0.0001662539434619248 0.00016247009625658393 0.00015886923938523978 0.00015543817426078022 0.00015215946768876165 0.00014902213297318667 0.00014601969451177865 0.00014313733845483512 0.0001403676433255896 0.00013770379882771522 0.0001351374521618709 0.00013266308815218508 0.00013027424574829638 0.0001279648276977241 0.00012573253479786217 0.00012357125524431467 0.0001214745279867202 0.0001194426731672138 0.00011746892414521426 0.00011555262608453631 0.00011368701234459877 0.00011187335621798411 0.00011010649177478626 0.00010838612070074305 0.00010670965275494382 0.00010507513070479035 0.00010347999341320246 0.00010192294575972483 0.00010040302004199475 9.8917938885279e-05 9.746578143676743e-05 9.6048170235008e-05 9.466154733672738e-05 9.330461034551263e-05 9.197673352900892e-05 9.067984501598403e-05 8.940939733292907e-05 8.816415356704965e-05 8.694666030351073e-05 8.575142419431359e-05 8.458332013105974e-05 8.343684021383524e-05 8.23155278339982e-05),tensor(0.8750)
128,0.1,0.25,4,32,0.005,(0.04111699014902115 0.02605338580906391 0.018850252032279968 0.013050469569861889 0.008950462564826012 0.006210981868207455 0.004414727911353111 0.0032321950420737267 0.0024403822608292103 0.0018969860393553972 0.0015136194415390491 0.0012355316430330276 0.0010284455493092537 0.000870431016664952 0.0007471034186892211 0.0006490976084023714 0.000569973373785615 0.0005052004707977176 0.0004515431937761605 0.00040655885823071003 0.00036853953497484326 0.00033613716368563473 0.00030831259209662676 0.00028425062191672623 0.00026331047411076725 0.00024498574202880263 0.0002288610121468082 0.0002146038896171376 0.0002019395906245336 0.00019064484513364732 0.00018052916857413948 0.0001714341196930036 0.0001632269995752722 0.00015579517639707774 0.00014904730778653175 0.00014289624232333153 0.00013727485202252865 0.00013212084013503045 0.00012738416262436658 0.00012301706010475755 0.0001189791873912327 0.00011523824650794268 0.00011176554835401475 0.00010852846753550693 0.00010550571460044011 0.00010267984180245548 0.00010002827184507623 9.753744234330952e-05 9.519056766293943e-05 9.297570795752108e-05 9.088253136724234e-05 8.889845776138827e-05 8.701476326677948e-05 8.522305870428681e-05 8.351785072591156e-05 8.188753417925909e-05 8.033047924982384e-05 7.884152728365734e-05 7.741165609331802e-05 7.603922858834267e-05 7.472102151950821e-05 7.345091580646113e-05 7.222632848424837e-05 7.104562246240675e-05 6.990334077272564e-05 6.879785360069945e-05 6.773043423891068e-05 6.66927226120606e-05 6.56879274174571e-05 6.471219967352226e-05 6.376325472956523e-05 6.284109258558601e-05 6.194216985022649e-05 6.106810906203464e-05 6.0215657867956907e-05 5.9384525229688734e-05 5.857372161699459e-05 5.778099875897169e-05 5.700795736629516e-05 5.6252669310197234e-05 5.5513850384159014e-05 5.479180617840029e-05 5.40842920599971e-05 5.3391944675240666e-05 5.2714771300088614e-05 5.2050505473744124e-05 5.140044231666252e-05 5.07623226440046e-05 5.013711779611185e-05 4.9523845518706366e-05 4.892316792393103e-05 4.833249840885401e-05 4.7754085244378075e-05 4.7185363655444235e-05 4.66289056930691e-05 4.607954906532541e-05 4.554084443952888e-05 4.501246803556569e-05 4.449441621545702e-05 4.3983145587844774e-05),tensor(0.8750)
128,0.1,0.25,4,32,0.01,(0.0428483709692955 0.03516515716910362 0.02748042345046997 0.021671611815690994 0.01681695505976677 0.01294152345508337 0.009950743988156319 0.007688881363719702 0.005997175816446543 0.004735467955470085 0.003800854319706559 0.0030980354640632868 0.00256275269202888 0.0021499362774193287 0.0018273283494636416 0.0015718461945652962 0.0013668893370777369 0.0012002422008663416 0.0010630098404362798 0.00094861991237849 0.0008523948490619659 0.0007705734460614622 0.0007005236111581326 0.000640271813608706 0.0005882432451471686 0.0005430438905023038 0.0005035614594817162 0.0004688870394602418 0.00043828602065332234 0.00041115350904874504 0.0003869891806971282 0.0003653789754025638 0.0003459784493315965 0.0003284951962996274 0.00031268710154108703 0.0002983405429404229 0.00028528220718726516 0.00027335932827554643 0.00026243962929584086 0.0002524110896047205 0.0002431759494356811 0.0002346480032429099 0.000226748816203326 0.0002190436061937362 0.0002117825351888314 0.00020493105694185942 0.00019845787028316408 0.00019233229977544397 0.00018652724975254387 0.0001810178509913385 0.00017578476399648935 0.00017080502584576607 0.00016606415738351643 0.0001615421351743862 0.00015722472744528204 0.00015309905575122684 0.0001491528528276831 0.00014537254173774272 0.00014174911484587938 0.00013827416114509106 0.0001349363592453301 0.00013172737089917064 0.00012864329619333148 0.00012567249359562993 0.0001228101464221254 0.00012005173630313948 0.00011739049659809098 0.00011482059198897332 0.00011233815166633576 0.00010994124750141054 0.00010762083547888324 0.00010537692287471145 0.00010320240835426375 0.00010109632421517745 9.905770275508985e-05 9.70794353634119e-05 9.515893907519057e-05 9.329750901088119e-05 9.149031393462792e-05 8.973443618742749e-05 8.802826778264716e-05 8.637114660814404e-05 8.475923095829785e-05 8.31899160402827e-05 8.166449697455391e-05 8.018103835638613e-05 7.873662980273366e-05 7.732805534033105e-05 7.595789065817371e-05 7.462161011062562e-05 7.332181121455505e-05 7.205235306173563e-05 7.081549119902775e-05 6.960799510125071e-05 6.843182200100273e-05 6.728339940309525e-05 6.616338214371353e-05 6.507015496026725e-05 6.400145502993837e-05 6.29605128779076e-05),tensor(0.8750)
128,0.1,0.25,4,64,0.0001,(0.04554752632975578 0.05816139653325081 0.03842152655124664 0.0371893085539341 0.03428920358419418 0.030409375205636024 0.025784432888031006 0.021257605403661728 0.017151599749922752 0.013646559789776802 0.010784544050693512 0.008518846705555916 0.00675972830504179 0.0054091475903987885 0.004376475233584642 0.0035858056508004665 0.0029819852206856012 0.002515506697818637 0.0021526948548853397 0.001866145757958293 0.0016355379484593868 0.0014477025251835585 0.0012929299846291542 0.001164008746854961 0.0010555355111137033 0.0009634180460125208 0.0008845244883559644 0.0008164277533069253 0.0007572362665086985 0.0007054487359710038 0.0006598702166229486 0.0006195391761139035 0.0005836682394146919 0.0005516163655556738 0.0005228519439697266 0.0004969330620951951 0.0004734868707600981 0.00045220073661766946 0.00043281051330268383 0.00041508974391035736 0.0003988452663179487 0.00038390737609006464 0.00037013180553913116 0.0003573968424461782 0.0003455879050306976 0.0003346146550029516 0.00032438855851069093 0.00031483740895055234 0.0003058963338844478 0.0002975061652250588 0.00028961861971765757 0.0002821874513756484 0.00027517133275978267 0.0002685319632291794 0.0002622427709866315 0.0002562711597420275 0.00025059067411348224 0.00024517811834812164 0.00024001537531148642 0.00023507857986260206 0.00023035287449602038 0.0002258237509522587 0.00022147729760035872 0.00021729966101702303 0.00021327953436411917 0.00020940563990734518 0.0002056695520877838 0.00020206192857585847 0.0001985743729164824 0.00019519947818480432 0.000191932384041138 0.00018876534886658192 0.00018569224630482495 0.00018270917644258589 0.0001798116572899744 0.00017699417367111892 0.00017425288388039917 0.00017158387345261872 0.00016898555622901767 0.00016645244613755494 0.00016398420848418027 0.00016157278150785714 0.00015922237071208656 0.00015692551096435636 0.00015468320634681731 0.0001524903200333938 0.0001503490493632853 0.00014825166726950556 0.00014620335423387587 0.00014419734361581504 0.0001422342174919322 0.00014031148748472333 0.0001384284405503422 0.0001365834759781137 0.00013477852917276323 0.00013300651335157454 0.00013126966950949281 0.00012956866703461856 0.00012789994070772082 0.00012626315583474934),tensor(0.8750)
